AREA;PROBLEMA_OBJETIVO;POBLACION;RIESGO_PROBLEMA;TECNICA_METODO;TAREA_PAUTA;DESCRIPCION_TAREA;OBJETIVO_TAREA;RIESGO_TAREA;DURACION;PRIORIDAD;FUENTE_IDS;NOTA_PROFESIONAL
Estrés laboral y burnout;Conflicto trabajo-vida personal;Adultos;medio;Higiene del sueño y recuperación;Plan de recuperación;Programar descanso, sueño, ocio y desconexión real.;Recuperar energía.;bajo;semanal;media;PSY2_SRC010;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Conflicto trabajo-vida personal;Adultos;medio;Límites laborales;Límite laboral semanal;Definir un límite concreto: horario, correo, descanso o tarea.;Reducir sobrecarga.;bajo;semanal;media;PSY2_SRC010;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Conflicto trabajo-vida personal;Adultos;medio;Plan anti-burnout;Matriz demandas-recursos;Listar demandas laborales y recursos disponibles/posibles.;Plan anti-burnout.;medio;30 min;media;PSY2_SRC010;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Conflicto trabajo-vida personal;Adultos;medio;Trabajo de valores;Inventario de fortalezas;Listar habilidades, valores, esfuerzos y logros concretos.;Reforzar autoconcepto.;bajo;30 min;media;PSY2_SRC010;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Conflicto trabajo-vida personal;Adultos;medio;Trabajo de valores;Actividad de reconexión vital;Programar actividad pequeña vinculada a valores o identidad.;Reconstruir vida cotidiana.;bajo;semanal;media;PSY2_SRC010;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Conflicto trabajo-vida personal;Adultos;medio;Trabajo de valores;Clarificación de valores;Elegir 3 valores y una acción pequeña por valor.;Orientar conducta.;bajo;sesión;media;PSY2_SRC010;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Estrés laboral y burnout;Conflicto trabajo-vida personal;Adultos;medio;Prevención de recaídas;Plan de prevención de recaídas;Señales tempranas, estrategias, apoyos y plan de revisión.;Mantener avances.;bajo;mensual;media;PSY2_SRC010;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Trauma y experiencias adversas;Síntomas postraumáticos leves/moderados;Adultos;alto;Plan de seguridad/derivación;Plan de seguridad personal;Señales, recursos, contactos y pasos ante crisis o riesgo.;Aumentar seguridad.;alto;supervisado;alta;PSY2_SRC006;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Trauma y experiencias adversas;Síntomas postraumáticos leves/moderados;Adultos;alto;Estabilización y grounding;Grounding 5-4-3-2-1;Practicar orientación sensorial al presente.;Estabilización.;alto;cuando se active;alta;PSY2_SRC006;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Trauma y experiencias adversas;Síntomas postraumáticos leves/moderados;Adultos;alto;Estabilización y grounding;Mapa de disparadores;Registrar estímulo, emoción, cuerpo, pensamiento y respuesta.;Comprender activaciones.;medio;7 días;media;PSY2_SRC006;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Trauma y experiencias adversas;Síntomas postraumáticos leves/moderados;Adultos;alto;Regulación emocional;Rueda de emociones;Nombrar emoción principal, secundaria e intensidad 0-10.;Mejorar identificación emocional.;bajo;diario;media;PSY2_SRC006;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Trauma y experiencias adversas;Síntomas postraumáticos leves/moderados;Adultos;alto;Tolerancia al malestar;Plan de tolerancia al malestar;Elegir 3 estrategias para momentos de intensidad alta.;Reducir conducta impulsiva.;medio;semanal;media;PSY2_SRC006;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Trauma y experiencias adversas;Síntomas postraumáticos leves/moderados;Adultos;alto;Prevención de recaídas;Plan de prevención de recaídas;Señales tempranas, estrategias, apoyos y plan de revisión.;Mantener avances.;bajo;mensual;media;PSY2_SRC006;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Trauma y experiencias adversas;Disparadores emocionales;Adultos;medio;Plan de seguridad/derivación;Plan de seguridad personal;Señales, recursos, contactos y pasos ante crisis o riesgo.;Aumentar seguridad.;alto;supervisado;alta;PSY2_SRC006;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Trauma y experiencias adversas;Disparadores emocionales;Adultos;medio;Estabilización y grounding;Grounding 5-4-3-2-1;Practicar orientación sensorial al presente.;Estabilización.;alto;cuando se active;alta;PSY2_SRC006;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Trauma y experiencias adversas;Disparadores emocionales;Adultos;medio;Estabilización y grounding;Mapa de disparadores;Registrar estímulo, emoción, cuerpo, pensamiento y respuesta.;Comprender activaciones.;medio;7 días;media;PSY2_SRC006;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Trauma y experiencias adversas;Disparadores emocionales;Adultos;medio;Regulación emocional;Rueda de emociones;Nombrar emoción principal, secundaria e intensidad 0-10.;Mejorar identificación emocional.;bajo;diario;media;PSY2_SRC006;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Trauma y experiencias adversas;Disparadores emocionales;Adultos;medio;Tolerancia al malestar;Plan de tolerancia al malestar;Elegir 3 estrategias para momentos de intensidad alta.;Reducir conducta impulsiva.;medio;semanal;media;PSY2_SRC006;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Trauma y experiencias adversas;Disparadores emocionales;Adultos;medio;Prevención de recaídas;Plan de prevención de recaídas;Señales tempranas, estrategias, apoyos y plan de revisión.;Mantener avances.;bajo;mensual;media;PSY2_SRC006;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Trauma y experiencias adversas;Hipervigilancia;Adultos;alto;Plan de seguridad/derivación;Plan de seguridad personal;Señales, recursos, contactos y pasos ante crisis o riesgo.;Aumentar seguridad.;alto;supervisado;alta;PSY2_SRC006;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Trauma y experiencias adversas;Hipervigilancia;Adultos;alto;Estabilización y grounding;Grounding 5-4-3-2-1;Practicar orientación sensorial al presente.;Estabilización.;alto;cuando se active;alta;PSY2_SRC006;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Trauma y experiencias adversas;Hipervigilancia;Adultos;alto;Estabilización y grounding;Mapa de disparadores;Registrar estímulo, emoción, cuerpo, pensamiento y respuesta.;Comprender activaciones.;medio;7 días;media;PSY2_SRC006;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Trauma y experiencias adversas;Hipervigilancia;Adultos;alto;Regulación emocional;Rueda de emociones;Nombrar emoción principal, secundaria e intensidad 0-10.;Mejorar identificación emocional.;bajo;diario;media;PSY2_SRC006;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Trauma y experiencias adversas;Hipervigilancia;Adultos;alto;Tolerancia al malestar;Plan de tolerancia al malestar;Elegir 3 estrategias para momentos de intensidad alta.;Reducir conducta impulsiva.;medio;semanal;media;PSY2_SRC006;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Trauma y experiencias adversas;Hipervigilancia;Adultos;alto;Prevención de recaídas;Plan de prevención de recaídas;Señales tempranas, estrategias, apoyos y plan de revisión.;Mantener avances.;bajo;mensual;media;PSY2_SRC006;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Hábitos, procrastinación y funcionamiento diario;Procrastinación no específica;Adultos/Adolescentes;bajo;Activación conductual;Activación conductual semanal;Programar actividades de placer, dominio y conexión.;Aumentar refuerzo positivo.;bajo;semanal;alta;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Hábitos, procrastinación y funcionamiento diario;Procrastinación no específica;Adultos/Adolescentes;bajo;Planificación externa;Registro diario de atención y distracciones;Anotar situación, distractor, duración y estrategia usada.;Detectar patrones atencionales.;bajo;7 días;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Hábitos, procrastinación y funcionamiento diario;Procrastinación no específica;Adultos/Adolescentes;bajo;Planificación externa;Agenda externa semanal;Volcar citas, tareas, vencimientos y recordatorios en un sistema único.;Compensar memoria/organización.;bajo;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Hábitos, procrastinación y funcionamiento diario;Procrastinación no específica;Adultos/Adolescentes;bajo;Planificación externa;Rutina mínima diaria;Definir mínimos de sueño, comida, higiene, movimiento y tarea clave.;Recuperar estructura.;bajo;diario;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Hábitos, procrastinación y funcionamiento diario;Procrastinación no específica;Adultos/Adolescentes;bajo;Fragmentación de tareas;Checklist de inicio de tarea;Antes de empezar: objetivo, primer paso, materiales y tiempo estimado.;Reducir fricción inicial.;bajo;diario;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Hábitos, procrastinación y funcionamiento diario;Procrastinación no específica;Adultos/Adolescentes;bajo;Fragmentación de tareas;Tarea suficientemente buena;Entregar o terminar algo al 80% de perfección.;Reducir perfeccionismo.;medio;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Hábitos, procrastinación y funcionamiento diario;Procrastinación no específica;Adultos/Adolescentes;bajo;Fragmentación de tareas;Primer paso de 5 minutos;Iniciar tarea evitada solo durante 5 minutos.;Romper evitación.;bajo;cuando proceda;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Hábitos, procrastinación y funcionamiento diario;Procrastinación no específica;Adultos/Adolescentes;bajo;Gestión del tiempo;Bloques de trabajo con temporizador;Usar bloques breves con descanso planificado.;Mejorar adherencia y foco.;bajo;diario;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Hábitos, procrastinación y funcionamiento diario;Procrastinación no específica;Adultos/Adolescentes;bajo;Prevención de recaídas;Plan de prevención de recaídas;Señales tempranas, estrategias, apoyos y plan de revisión.;Mantener avances.;bajo;mensual;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Hábitos, procrastinación y funcionamiento diario;Rutinas desorganizadas;Adultos/Adolescentes;medio;Activación conductual;Activación conductual semanal;Programar actividades de placer, dominio y conexión.;Aumentar refuerzo positivo.;bajo;semanal;alta;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Hábitos, procrastinación y funcionamiento diario;Rutinas desorganizadas;Adultos/Adolescentes;medio;Planificación externa;Registro diario de atención y distracciones;Anotar situación, distractor, duración y estrategia usada.;Detectar patrones atencionales.;bajo;7 días;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Hábitos, procrastinación y funcionamiento diario;Rutinas desorganizadas;Adultos/Adolescentes;medio;Planificación externa;Agenda externa semanal;Volcar citas, tareas, vencimientos y recordatorios en un sistema único.;Compensar memoria/organización.;bajo;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Hábitos, procrastinación y funcionamiento diario;Rutinas desorganizadas;Adultos/Adolescentes;medio;Planificación externa;Rutina mínima diaria;Definir mínimos de sueño, comida, higiene, movimiento y tarea clave.;Recuperar estructura.;bajo;diario;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
