AREA;PROBLEMA_OBJETIVO;DESCRIPCION_PROBLEMA;POBLACION;RIESGO_PROBLEMA;FUENTE_IDS;TECNICA_METODO;DESCRIPCION_TECNICA;RIESGO_TECNICA;TAREA_PAUTA;DESCRIPCION_TAREA;OBJETIVO_TAREA;RIESGO_TAREA;DURACION;PRIORIDAD;NOTA_PROFESIONAL
Conducta y convivencia;Dificultad para seguir normas;Problemas para comprender, recordar o aceptar normas del aula.;Infantil/Adolescente;bajo;PSP2_SRC006;Economía de fichas / contrato conductual;Sistema estructurado de puntos/acuerdos y recompensas proporcionales.;medio;Contrato de esfuerzo semanal;Acuerdo breve de conducta/objetivo con refuerzo específico.;Aumentar adherencia y motivación.;medio;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Conducta y convivencia;Dificultad para seguir normas;Problemas para comprender, recordar o aceptar normas del aula.;Infantil/Adolescente;bajo;PSP2_SRC006;Economía de fichas / contrato conductual;Sistema estructurado de puntos/acuerdos y recompensas proporcionales.;medio;Norma visual y consecuencia lógica;Definir norma observable, recordatorio visual y consecuencia proporcionada.;Mejorar conducta en aula.;medio;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Conducta y convivencia;Dificultad para seguir normas;Problemas para comprender, recordar o aceptar normas del aula.;Infantil/Adolescente;bajo;PSP2_SRC006;Autoinstrucciones;Enseñar diálogo interno: paro, miro, pienso, hago, reviso.;bajo;Tarjeta de autoinstrucciones;Crear tarjeta: paro, leo, subrayo, hago, reviso.;Mejorar control ejecutivo.;bajo;diario;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Conducta y convivencia;Dificultad para seguir normas;Problemas para comprender, recordar o aceptar normas del aula.;Infantil/Adolescente;bajo;PSP2_SRC006;Técnicas de regulación emocional;Respiración, pausa, escala de emoción y plan de afrontamiento.;medio;Tarjeta de afrontamiento de examen;Frases útiles, respiración y pasos si aparece bloqueo.;Manejar ansiedad académica.;bajo;antes de examen;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Conducta y convivencia;Dificultad para seguir normas;Problemas para comprender, recordar o aceptar normas del aula.;Infantil/Adolescente;bajo;PSP2_SRC006;Resolución de conflictos;Identificar problema, emociones, opciones, acuerdo y reparación.;bajo;Guion de reparación de conflicto;Qué pasó, cómo se sintió cada uno, qué puedo reparar.;Mejorar convivencia.;bajo;tras conflicto;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Conducta y convivencia;Dificultad para seguir normas;Problemas para comprender, recordar o aceptar normas del aula.;Infantil/Adolescente;bajo;PSP2_SRC006;Entrenamiento en habilidades cooperativas;Roles, turnos, escucha, ayuda y responsabilidad grupal.;bajo;Roles cooperativos visibles;Asignar rol, tarea y criterio de éxito en trabajo grupal.;Mejorar cooperación.;bajo;cada grupo;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Conducta y convivencia;Dificultad para seguir normas;Problemas para comprender, recordar o aceptar normas del aula.;Infantil/Adolescente;bajo;PSP2_SRC006;Coordinación familia-centro;Acuerdos breves, objetivos compartidos y seguimiento regular.;bajo;Seguimiento familia-centro;Registro breve de objetivo, avance y barrera semanal.;Coordinar apoyos.;bajo;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Conducta y convivencia;Conflictos con iguales;Dificultad para resolver conflictos o reparar interacciones.;Infantil/Adolescente;medio;PSP2_SRC006;Refuerzo positivo específico;Reforzar conducta concreta, esfuerzo y estrategia usada.;bajo;Juego de espera de turno;Practicar esperar turno en juego breve con refuerzo inmediato.;Reducir impulsividad.;bajo;2-3 veces/semana;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Conducta y convivencia;Conflictos con iguales;Dificultad para resolver conflictos o reparar interacciones.;Infantil/Adolescente;medio;PSP2_SRC006;Refuerzo positivo específico;Reforzar conducta concreta, esfuerzo y estrategia usada.;bajo;Registro de autoeficacia;Anotar esfuerzo, estrategia usada y avance pequeño.;Mejorar autoconcepto académico.;bajo;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Conducta y convivencia;Conflictos con iguales;Dificultad para resolver conflictos o reparar interacciones.;Infantil/Adolescente;medio;PSP2_SRC006;Refuerzo positivo específico;Reforzar conducta concreta, esfuerzo y estrategia usada.;bajo;Menú de recompensas educativas;Crear lista de reforzadores no excesivos y acordados.;Mejorar motivación.;bajo;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Conducta y convivencia;Conflictos con iguales;Dificultad para resolver conflictos o reparar interacciones.;Infantil/Adolescente;medio;PSP2_SRC006;Economía de fichas / contrato conductual;Sistema estructurado de puntos/acuerdos y recompensas proporcionales.;medio;Contrato de esfuerzo semanal;Acuerdo breve de conducta/objetivo con refuerzo específico.;Aumentar adherencia y motivación.;medio;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Conducta y convivencia;Conflictos con iguales;Dificultad para resolver conflictos o reparar interacciones.;Infantil/Adolescente;medio;PSP2_SRC006;Economía de fichas / contrato conductual;Sistema estructurado de puntos/acuerdos y recompensas proporcionales.;medio;Norma visual y consecuencia lógica;Definir norma observable, recordatorio visual y consecuencia proporcionada.;Mejorar conducta en aula.;medio;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Conducta y convivencia;Conflictos con iguales;Dificultad para resolver conflictos o reparar interacciones.;Infantil/Adolescente;medio;PSP2_SRC006;Autoinstrucciones;Enseñar diálogo interno: paro, miro, pienso, hago, reviso.;bajo;Tarjeta de autoinstrucciones;Crear tarjeta: paro, leo, subrayo, hago, reviso.;Mejorar control ejecutivo.;bajo;diario;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Conducta y convivencia;Conflictos con iguales;Dificultad para resolver conflictos o reparar interacciones.;Infantil/Adolescente;medio;PSP2_SRC006;Técnicas de regulación emocional;Respiración, pausa, escala de emoción y plan de afrontamiento.;medio;Tarjeta de afrontamiento de examen;Frases útiles, respiración y pasos si aparece bloqueo.;Manejar ansiedad académica.;bajo;antes de examen;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Conducta y convivencia;Conflictos con iguales;Dificultad para resolver conflictos o reparar interacciones.;Infantil/Adolescente;medio;PSP2_SRC006;Resolución de conflictos;Identificar problema, emociones, opciones, acuerdo y reparación.;bajo;Guion de reparación de conflicto;Qué pasó, cómo se sintió cada uno, qué puedo reparar.;Mejorar convivencia.;bajo;tras conflicto;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Conducta y convivencia;Conflictos con iguales;Dificultad para resolver conflictos o reparar interacciones.;Infantil/Adolescente;medio;PSP2_SRC006;Entrenamiento en habilidades cooperativas;Roles, turnos, escucha, ayuda y responsabilidad grupal.;bajo;Roles cooperativos visibles;Asignar rol, tarea y criterio de éxito en trabajo grupal.;Mejorar cooperación.;bajo;cada grupo;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Conducta y convivencia;Conflictos con iguales;Dificultad para resolver conflictos o reparar interacciones.;Infantil/Adolescente;medio;PSP2_SRC006;Coordinación familia-centro;Acuerdos breves, objetivos compartidos y seguimiento regular.;bajo;Seguimiento familia-centro;Registro breve de objetivo, avance y barrera semanal.;Coordinar apoyos.;bajo;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Conducta y convivencia;Baja participación cooperativa;Dificultad para trabajar en grupo, turnarse o asumir roles.;Infantil/Adolescente;bajo;"PSP2_SRC006;PSP2_SRC007";Refuerzo positivo específico;Reforzar conducta concreta, esfuerzo y estrategia usada.;bajo;Juego de espera de turno;Practicar esperar turno en juego breve con refuerzo inmediato.;Reducir impulsividad.;bajo;2-3 veces/semana;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Conducta y convivencia;Baja participación cooperativa;Dificultad para trabajar en grupo, turnarse o asumir roles.;Infantil/Adolescente;bajo;"PSP2_SRC006;PSP2_SRC007";Refuerzo positivo específico;Reforzar conducta concreta, esfuerzo y estrategia usada.;bajo;Registro de autoeficacia;Anotar esfuerzo, estrategia usada y avance pequeño.;Mejorar autoconcepto académico.;bajo;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Conducta y convivencia;Baja participación cooperativa;Dificultad para trabajar en grupo, turnarse o asumir roles.;Infantil/Adolescente;bajo;"PSP2_SRC006;PSP2_SRC007";Refuerzo positivo específico;Reforzar conducta concreta, esfuerzo y estrategia usada.;bajo;Menú de recompensas educativas;Crear lista de reforzadores no excesivos y acordados.;Mejorar motivación.;bajo;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Conducta y convivencia;Baja participación cooperativa;Dificultad para trabajar en grupo, turnarse o asumir roles.;Infantil/Adolescente;bajo;"PSP2_SRC006;PSP2_SRC007";Economía de fichas / contrato conductual;Sistema estructurado de puntos/acuerdos y recompensas proporcionales.;medio;Contrato de esfuerzo semanal;Acuerdo breve de conducta/objetivo con refuerzo específico.;Aumentar adherencia y motivación.;medio;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Conducta y convivencia;Baja participación cooperativa;Dificultad para trabajar en grupo, turnarse o asumir roles.;Infantil/Adolescente;bajo;"PSP2_SRC006;PSP2_SRC007";Economía de fichas / contrato conductual;Sistema estructurado de puntos/acuerdos y recompensas proporcionales.;medio;Norma visual y consecuencia lógica;Definir norma observable, recordatorio visual y consecuencia proporcionada.;Mejorar conducta en aula.;medio;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Conducta y convivencia;Baja participación cooperativa;Dificultad para trabajar en grupo, turnarse o asumir roles.;Infantil/Adolescente;bajo;"PSP2_SRC006;PSP2_SRC007";Autoinstrucciones;Enseñar diálogo interno: paro, miro, pienso, hago, reviso.;bajo;Tarjeta de autoinstrucciones;Crear tarjeta: paro, leo, subrayo, hago, reviso.;Mejorar control ejecutivo.;bajo;diario;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
Conducta y convivencia;Baja participación cooperativa;Dificultad para trabajar en grupo, turnarse o asumir roles.;Infantil/Adolescente;bajo;"PSP2_SRC006;PSP2_SRC007";Técnicas de regulación emocional;Respiración, pausa, escala de emoción y plan de afrontamiento.;medio;Tarjeta de afrontamiento de examen;Frases útiles, respiración y pasos si aparece bloqueo.;Manejar ansiedad académica.;bajo;antes de examen;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
